Link|Receta|Ingredientes|Comensales|Tiempo|Dificultad
https://www.recetasgratis.net/articulo-tipos-de-quesadillas-76288.html|Quesadillas de camarón|['200 gr de camarón limpio', '1 pizca de sal y pimienta al gusto', '1 cdta de achiote', '1 trozo de cebolla', '1 diente de ajo', '1 jitomate', '1trozo de piña (opcional)', '1 pizca de comino molido', '1 pizca de orégano', '4 chiles guajillos limpios (sin semillas, ni venas)', '1 taza de queso manchego rallado', 'Tortillas de maíz', 'Aceite vegetal']|-|-|-
https://www.recetasgratis.net/articulo-tipos-de-quesadillas-76288.html|Quesadillas con champiñones|['2 tortillas de harina de trigo', '4 lonchas de queso mozzarella', '200 gr de champiñones en lámina', '2 cdas de postre de salsa mexicana', '1 cda de postre de mantequilla', '2 cdas de postre de crema agria', '1pizca de sal', '1 pizca de pimienta']|-|-|-
https://www.recetasgratis.net/articulo-tipos-de-quesadillas-76288.html|Quesadillas de pollo y queso cheddar|['1 muslo de pollo sin hueso', '3 cdas soperas de maíz dulce', '½ pimiento rojo', '½ de pimiento verde', '1 pizca de sal', '1 tomate', '2 lonchas de queso cheddar', '2 cdas soperas de aceite de oliva', '2 tortillas de maíz']|-|-|-
https://www.recetasgratis.net/articulo-tipos-de-quesadillas-76288.html|Más quesadillas|['Quesadillas de flor de Jamaica', 'Quesadillas de flor de calabaza', 'Quesadillas de champiñones con queso mexicanas']|-|-|-
4|5|m|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa roja taquera|['5 tomates rojos', '¼ de cebolla', '1 diente de ajo', '3 chiles rojos de árbol', '1 pizca de sal', '1 pizca de pimienta']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa taquera verde|['4 tomates verdes', '3 chiles serrano', '1 taza de cebolla', '2 dientes de ajo', '1 pieza de calabacita', '1 rama de cilantro', 'Sal al gusto', 'Pimienta al gusto']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa Huevona|['2 jitomates o tomate saladette', '1 pizca de chile güero', '1 chile jalapeño', '2 chiles serrano', '1 trozo de cebolla', '1 diente de ajo picado', '1 pizca de sal', '½ taza de agua (120 ml)']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Guacamole suave|['2 aguacates grandes', '1 jitomate', '½ cebolla', '1 chile jalapeño o chile serrano (opcional)', '1 rama de cilantro (opcional)', '1 limón (solo el jugo)', 'Sal al gusto']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa para tacos dorados|['3 tomatillos verdes', '1 puñado de chile de árbol seco', '1 trozo de cebolla', '1 diente de ajo', '½ taza de agua (120 ml)', '1 cda sopera de aceite', 'Sal al gusto']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa para tacos al pastor|['6 tomates verdes', '1 jitomate', '1 trozo de cebolla', '2 dientes de ajo', '1 puñado de chiles de árbol secos o al gusto', 'Sal al gusto']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa de chile habanero|['3 chiles habanero', '2 jitomates', '1 pizca de sal', '1 diente de ajo']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa de cacahuete picante|['100 gr de cacahuete pelado sin sal', '5 chiles guajillo', '3 chiles de árbol', '1 diente de ajo', '¼ de cebolla blanca', '20 ml de aceite', '60 gr de mayonesa', '40 ml de leche', '1pizca de sal', '1 pizca de pimienta negra molida']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa roja mexicana|['2 jitomates', '½ cebolla', '1 chiles de árbol', '1 diente de ajo', '1 puñado de perejil', '½ aguacate', '1 pizca de sal']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Salsa de siete chiles|['3 chiles guajillo', '3 chiles pasilla', '2 chiles ancho', '1 chile morita', '1 chile chipotle', '1 chile cascabel', '2 chiles de árbol', '6 dientes de ajo', '200 gr de puré de tomate frito', '½ cdta de epazote', '½ cdta de tomillo', '½ cdta de hojas de cilantro', '½ cdta comino entero', '½ cdta de clavo entero', '½ taza de vinagre de manzana', '½ cdta de caldo de pollo en polvo', '½ cdta de pimienta negra molida', '1 pizca de sal', '½ taza de aceite vegetal']|-|-|-
https://www.recetasgratis.net/articulo-salsas-taqueras-76140.html|Más salsas para tacos|['Salsa de piña con habanero']|-|-|-
300 gramos de carne picada|1 huevo|2 masas de tarta|1 cebolla grande|¼ morrón rojo|1 cucharadita de comino
4|5|m|-|-|-
½ kilogramo de panza de res limpia|3 piezas de jitomates|1 cebolla|2 chiles serranos|2 dientes de ajo|sal al gusto
2|h| |3|0|m
1|h| |3|0|m
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Cochinita pibil estilo Yucatán|['5 kg de pulpa de cerdo', '4 barras de achiote', '125 ml de vinagre', '25 pimientas negras', '12 dientes de ajo', '1 cdta de comino', '2 hojas de plátano', '10 naranjas agrias', '100 gr de sal']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Tinga de pollo|['1 pechuga de pollo desmenuzada', '1 cebolla grande', '1 diente de ajo', '2 jitomates', '1 trozo de cebolla', '1 pizca de chile chipotle', '1 pizca de sal al gusto', '1 pizca de canela en polvo', 'Aceite']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Pollo deshebrado con mole|['1 kilo de pechuga de pollo', '500 gr de mole en pasta', '1 kilo de tortilla de maíz', '1 diente de ajo', '1 cebolla pequeña']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Chicharrón en salsa verde|['500 gr de chicharon', '4 litros de agua']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Tinga de setas|['400 gr de setas', '1 trozo de cebolla', '3 jitomates', '1 diente de ajo pelado', 'Chile chipotle adobado al gusto', '1 pizca de sal al gusto', '1 chorro de aceite', '½ cebolla blanca fileteada', '1 pizca de pimienta al gusto', '1 pizca de comino en polvo']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Frijoles refritos con chorizo|['300 gr de frijoles negros cocinados', '4 chorizos', '80 gr de tocineta', '1 cdta de cilatro', '100 gr de cebolla larga o cebolla de verdeo', '1 cebolla blanca', '50 gr de crema agria', '1 pizca de pasta de ajo', '1 pizca de sal', '1 pizca de pimienta']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Chicharrón prensado en salsa de chile guajillo|['½ kilo de chicharrón prensado', '5 piezas de chile guajillo', '1 diente de ajo', '¼ de cebolla', '1 trozo de canela en rama', '1 cdta de comino', '5 clavos de olor', '1 pizca de sal', '1 cda sopera de aceite']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Rajas poblanas con pollo crema y elote|['½ pechuga de pollo cocida y deshebrada', '3 chiles poblanos asados y cortados en juliana', '1 lata de granos de elote', '½ cebolla rebanada', '1 media crema', 'Aceite', 'Sal al gusto']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Alambre vegetariano|['2 nopales medianos', '1 pimiento verde', '1 pimiento rojo', '1 chile serrano', '1 cebolla mediana', '1 taza de champiñones blancos', '1 taza de champiñones cremini', 'Sal al gusto', 'Aceite']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Carnitas de puerco estilo Michoacán|['3 kilos de manteca de cerdo', '1 kilo de costilla de cerdo', '1 kilo de maciza de cerdo', '4 naranjas', '2 litros de agua', '25 gr de sal', '1 manojo de hierbas de olor', '8 pimientas gordas', '1 refresco de cola o naranja']|-|-|-
https://www.recetasgratis.net/articulo-guisados-para-tacos-76142.html|Otros guisados para tacos económicos|['Pollo al pastor', 'Pollo con papas', 'Pollo con chorizo y chipotle', 'Picadillo de pollo', 'Tinga vegetariana de zanahoria', 'Frijoles de la olla', 'Frijoles con carne picantes o chilli beans', 'Alambre de res', 'Fajitas de res al chipotle']|-|-|-
4|5|m|-|-|-
https://www.recetasgratis.net/articulo-botanas-mexicanas-76364.html|Chiles rellenos de camarón con chipotle|['4 chiles poblanos', '1 cebolla', '1 jitomate', '6 dientes de ajo', '250 gr de camarón pacotilla', '1 cda sopera de chipotle', '250 gr de queso manchego', '100 gr de crema entera', '2 cdas soperas de mantequilla', '2 cdas soperas de sal']|-|-|-
https://www.recetasgratis.net/articulo-botanas-mexicanas-76364.html|Esquites con tuétano|['5 elotes', '1 rama de epazote', '1 chile serrano', '11/2 cdas soperas de mantequilla', '500 gr de tuétano de res', '1 diente de ajo', '1 pizca de orégano', '1 pizca de sal al gusto']|-|-|-
https://www.recetasgratis.net/articulo-botanas-mexicanas-76364.html|Salchichas a la diabla con chile de árbol|['1 paquete de salchichas grandes', '6 piezas de chile de árbol', '1 taza de salsa de tomate', '½ taza de kétchup', '2 dientes de ajo pequeños']|-|-|-
https://www.recetasgratis.net/articulo-botanas-mexicanas-76364.html|Nachos con chilli y queso|['500 gr de carne molida de res', '1 cebolla', '2 dientes de ajo', '1 pimiento rojo', '1 pimiento verde', '375 ml de puré de tomate', '300 gr de jitomate', '375 gr de frijoles cocidos', '1 rama de apio', '1 cdta de pimentón', '1 cdta de pimienta cayena', '1 chorro de chile seco molido', '1 paquete de tortillas para nachos', '1 botella de queso para nachos', '1 lata de chiles en vinagre', '1 cda sopera de sal', '1 taza de frijoles refritos']|-|-|-
https://www.recetasgratis.net/articulo-botanas-mexicanas-76364.html|Quesadillas de chorizo|['500 gr de masa de maíz nixtamalizada', '1 pizca de sal', '½ tarro de agua tibia']|-|-|-
https://www.recetasgratis.net/articulo-botanas-mexicanas-76364.html|Más botanas mexicanas|['Dulce de tamarindo', 'Manzanas con chamoy', 'Ate de guayaba', 'Chamoyada de fresa', 'Paletas de hielo de mango con chamoy', 'Churros mexicanos']|-|-|-
3|0|m|-|-|-
1|h| |3|0|m
3|0|m|-|-|-
2|h| |3|0|m
4|5|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
1|h| |3|0|m
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Camarones en aguachile rojo|['15 piezas de camarón', '5 piezas de limón', '5 dientes de ajo', '1 cdta de vinagre', '½ pieza de cebolla blanca', '½ pieza de cebolla morada', '½ pepino', '3 piezas de chile de árbol', '2 cdas soperas de sal de mar', '3 cdas soperas de salsa inglesa', '1 cdta de aceite']|-|-|-
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Aguachile vegano|['5 champiñones', '3 limones', '3 dientes de ajo', '1 cebolla', '½ pepino', '2 chiles serranos', '2 cdas soperas de sal', '3 cdas de postre de salsa inglesa', '1 aguacate', 'Tostadas de maíz']|-|-|-
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Aguachile verde de camarón|['400 gr de camarón limpio', '1 pepino mediano', '½ cebolla morada', '1 rama de cilantro fresco', '1 chile serrano', '1 taza de jugo de limón', 'Sal y pimienta al gusto', 'Aguacate al gusto']|-|-|-
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Aguachile verde de pescado|['2 filetes de pescado blanco suave', '¾ taza de jugo de limón', '1 pieza de chile serrano', '½ pieza de cebolla morada', '3 piezas de tomate verde', '¼ de taza de aceite de oliva', '1 aguacate', '1 manojo de cilantro', '½ pieza de pepino', 'Tostadas de maíz', 'Sal']|-|-|-
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Camarones en aguachile negro|['20 camarones crudos', '300 ml de jugo sazonador', '30 ml de salsa inglesa', '150 ml de jugo de limón', '¼ de cebolla morada', '1 chile habanero', '200 gr de pepino', '1 pizca de pimienta molida', '1 manojo de cilantro', '2 cdas soperas de puré de tomate']|-|-|-
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Camarones en aguachile estilo Nayarit|['500 gr de camarón fresco', '8 limones', '4 chiles verdes tipo serrano', '2 pepinos', '1 cebolla morada', '1 pizca de sal', '1 pizca de pimienta']|-|-|-
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Aguachile de camarón estilo Sinaloa|['1 kilo de camarones', '2 pepinos grandes y pelados', '1 cebolla finamente picada', '1 manojo de cebolla finamente picada', '1 manojo de cilantro finamente picado', '6 chiles serranos picados', '2 tazas de jugo de limón sin semillas', '1 paquete de tostadas', '1 cda sopera de jugo sazonador', '1 pizca de sal', '1 pizca de pimienta']|-|-|-
https://www.recetasgratis.net/articulo-7-tipos-de-aguachile-76141.html|Acompañante para el aguachile y otras recetas|['Chips de boniato', 'Tostones de plátano verde', 'Chifles', 'Maíz tostado']|-|-|-
4|5|m|-|-|-
1|5|m|-|-|-
3|0|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
12 tapas de empanadas|150 gramos de queso muzzarella|50 gramos de queso roquefort|30 gramos de nueces|2 ramas de apio|1 cucharada sopera de harina
4|5|m|-|-|-
3|0|m|-|-|-
1|h| |3|0|m
4|5|m|-|-|-
1|h| |3|0|m
3|0|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
1|h| |3|0|m
1|h| |3|0|m
1|h| |3|0|m
6 tapas de empanadas vegetarianas o veganas|1 cebolla|1 diente de ajo|1 taza de champiñones|1 puñado de espinaca|2 cucharadas soperas de queso rallado
3|0|m|-|-|-
3|0|m|-|-|-
3|0|m|-|-|-
6 huevos M|75 gramos de azúcar moreno (1/2 taza)|100 gramos de harina común (3/4 taza)|225 gramos de jamón cocido|50 gramos de queso rallado|25 gramos de queso fresco
3|0|m|-|-|-
3|0|m|-|-|-
500 gramos de harina de maíz nixtamalizado|220 gramos de manteca vegetal|1 pizca de sal|1 cucharadita de polvo para hornear|220 mililitros de leche evaporada|100 gramos de leche condensada
2|h| |3|0|m
3|0|m|-|-|-
500 gramos de masa de maíz nixtamalizado|200 gramos de manteca de cerdo o manteca vegetal|1 cucharadita de sal|1 puñado de chiles secos|300 gramos de queso desmoronado fresco|1 rama de cilantro
3|0|m|-|-|-
3|0|m|-|-|-
300 gramos de granos de maíz dulce cocido (2 tazas)|100 mililitros de leche (1/2 taza)|150 gramos de harina de maíz amarilla para las arepas (1 taza)|25 gramos de panela rallada (1/4 taza)|1 pizca de sal|2 cucharadas soperas de mantequilla
3|0|m|-|-|-
3|0|m|-|-|-
12 discos de empanada|10 hojas de acelga|1 cebolla|½ taza de leche                                                                    (120 mililitros)|1 cucharada sopera de maicena|1 cucharadita de nuez moscada
3|0|m|-|-|-
1 taza de harina integral                                                                    (150 gramos)|⅓ taza de agua fría|1 cucharada sopera de aceite|1 pizca de sal (opcional)|10 hojas de acelga|1 cebolla
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
6 discos de empanada|10 hojas de acelga|1 cebolla chica|½ taza de choclo|½ cucharadita de nuez moscada|2 cucharadas soperas de queso rallado
4|5|m|-|-|-
4|5|m|-|-|-
9 discos de empanada|1 taza de brócoli|1 cebolla|1 diente de ajo|½ taza de leche                                                                    (120 mililitros)|1 cucharada sopera de harina
4|5|m|-|-|-
3|0|m|-|-|-
6 discos de empanada|1 lata de atún al natural|½ taza de choclo en granos|1 cucharadita de comino|1 cebolla|¼ morrón
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
3|0|m|-|-|-
3|0|m|-|-|-
3|0|m|-|-|-
3|0|m|-|-|-
4|5|m|-|-|-
1 cebolla|200 gramos de espinaca|1 huevo|1 taza de leche descremada|3 cucharadas soperas de maicena|1 cucharadita de nuez moscada
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
4|5|m|-|-|-
1|h| |3|0|m
1|h| |3|0|m
4|5|m|-|-|-
4|5|m|-|-|-
1|5|m|-|-|-
½ taza de nata de leche|4 piezas de chile guajillo|2 piezas de jitomate|2 tazas de agua caliente|2 dientes de ajo|1 trozo de cebolla
3|0|m|-|-|-
3|0|m|-|-|-
3|0|m|-|-|-
https://www.recetasgratis.net/receta-de-arroz-con-conejo-estilo-andaluz-76916.html|Arroz con conejo estilo andaluz|['1 conejo', '400 gramos de arroz', '1 cebolla', '1 pimiento verde', '1 pimiento rojo', 'ajos', '2 tomates maduro', '1 litro de caldo de pollo', '1 cucharada postre de colorante', 'tomillo', 'aceite', 'sal']|4 comensales|1h 30m|Dificultad media
https://www.recetasgratis.net/receta-de-arroz-con-acelgas-valenciano-75165.html|Arroz con acelgas valenciano|['1 manojo de acelgas', '1 cebolla', '1 diente de ajos', '3 cucharadas soperas de tomate frito', '1 cucharada postre de pimentón dulce', '2 puñados de arroz (1 por persona)', '1 chorro de aceite de oliva', '1 pizca de sal', '1 litro de agua o caldo de verduras']|2 comensales|45m|Dificultad baja
